PID,SPLIT
111891,train
111897,dev
111899,dev
111902,train
111903,train
111904,train
111906,test
111909,train
111914,test
111915,train
111916,train
111926,train
111932,train
111935,train
111936,train
111941,dev
111944,test
111949,train
111950,dev
111951,test
111953,train
111956,train
111984,train
111986,train
111990,train
111992,train
111997,dev
111999,dev
112000,train
112008,dev
112011,train
112013,test
112014,train
112017,dev
112022,train
112025,test
112027,train
112028,train
112029,train
112035,train
112039,dev
112040,dev
112041,train
112046,train
112060,dev
112065,train
112066,train
112067,train
112068,train
112071,train
112073,train
112077,train
112086,test
112088,train
112094,train
112095,train
112104,dev
112108,test
112110,dev
112111,train
112112,test
112118,train
112119,test
112120,train
112122,dev
112127,dev
112131,test
112133,dev
112134,train
112138,test
112140,test
112142,train
112144,train
112146,train
112149,train
112152,dev
112156,train
112160,test
112173,train
112174,train
112175,train
112176,train
112180,dev
112183,train
112191,test
112192,train
112197,train
112199,train
112200,train
112202,train
112211,dev
112215,train
112217,train
112220,train
112229,dev
112230,dev
112235,train
112237,train
112239,train
112240,test
112241,train
112244,train
112247,dev
112248,train
112249,dev
112250,train
112251,dev
112252,dev
112254,train
112258,train
112262,test
112266,train
112267,train
112269,test
112270,test
112272,train
112276,test
112277,train
112278,train
112280,train
112281,train
112285,train
112289,dev
112291,train
112293,train
112295,train
112296,test
112300,train
112301,train
112302,train
112303,train
112306,train
112308,test
112309,train
112311,dev
112312,train
112316,train
112318,train
112319,train
112321,train
112327,train
112331,train
112338,train
112340,train
112341,train
112344,test
112345,train
112349,dev
112351,train
112355,train
112361,train
112362,dev
112363,train
112364,test
112367,train
112368,train
112370,train
112371,train
112372,train
112373,train
112379,dev
112385,train
112387,train
112388,train
112389,train
112390,train
112393,train
112400,train
112402,train
112408,train
112412,test
112415,dev
112422,train
112424,train
112429,train
112435,train
112436,train
112451,train
112458,train
112459,train
112462,train
112463,train
112465,train
112469,train
112474,dev
112479,test
112481,test
112489,dev
112490,train
112493,train
112501,test
112504,train
112505,test
112506,train
112508,train
112511,dev
112512,train
112516,test
112517,train
112518,train
112519,train
112521,dev
112523,train
112524,train
112525,test
112526,test
112534,train
112545,dev
112557,train
112558,train
112564,train
112565,train
112568,train
112575,test
112576,train
112579,train
112583,train
112588,train
112590,train
112591,train
112592,train
112600,dev
112604,train
112605,train
112606,test
112609,train
112617,train
112619,train
112625,train
112627,train
112630,train
112633,train
112634,train
112637,dev
112638,test
112639,dev
112646,train
112648,train
112650,train
112651,train
112652,train
112660,train
112661,train
112663,test
112665,train
112672,train
112674,train
112676,train
112678,train
112685,train
112686,train
112691,train
112692,test
112695,train
112697,train
112699,dev
112700,test
112704,train
112706,train
112707,train
112711,train
112725,train
112728,train
112729,dev
112734,train
112740,train
112742,train
112746,train
112747,dev
112754,train
112756,train
112757,train
112758,dev
112759,train
112761,train
112765,train
112767,train
112775,train
112778,dev
112779,train
112786,test
112789,dev
112790,test
112800,train
112802,train
112803,train
112808,train
112817,train
112822,train
112823,dev
112825,train
112826,train
112829,train
112830,train
112831,train
112839,train
112843,test
112850,train
112851,train
112853,train
112856,test
112858,train
112865,train
112869,dev
112870,dev
112871,train
112877,train
112882,dev
112885,dev
112887,train
112889,test
112891,dev
112892,train
112893,train
112901,train
112908,train
112909,train
112910,train
112911,test
112912,train
112914,train
112915,train
112917,dev
112919,train
112921,dev
112923,train
112924,train
112926,train
112945,train
112950,test
112953,test
112956,train
112957,train
112961,dev
112964,train
112966,test
112970,train
112971,test
112981,test
112983,train
112985,test
112986,train
112991,train
112992,train
113008,train
113011,train
113012,train
113013,test
113014,test
113021,train
113023,test
113024,train
113031,train
113038,train
113041,train
113042,test
113043,train
113046,train
113048,test
113052,train
113054,train
113057,test
113062,train
113064,train
113068,test
113072,train
113073,test
113074,train
113079,test
113089,train
113093,train
113097,test
113103,train
113107,train
113110,dev
113111,train
113113,train
113115,train
113121,dev
113123,train
113124,train
113127,test
113131,train
113132,test
113142,train
113143,train
113144,train
113149,dev
113153,train
113157,test
113163,train
113164,test
113165,dev
113167,train
113171,train
113172,test
113176,train
113177,train
113181,train
113182,test
113183,train
113185,train
113186,train
113188,train
113194,dev
113208,dev
113210,train
113211,train
113214,train
113216,train
113217,dev
113218,dev
113220,dev
113222,train
113224,train
113226,train
113230,test
113235,train
113236,train
113237,dev
113239,test
113248,train
113256,train
113258,test
113260,train
113264,dev
113265,train
113270,train
113273,train
113274,train
113277,train
113288,train
113295,dev
113297,train
113299,train
113301,train
113307,train
113308,test
113316,train
113321,train
113323,train
113326,train
113327,train
113331,train
113332,train
113337,test
113338,dev
113341,test
113351,dev
113354,dev
113355,train
113356,train
113357,test
113358,train
113360,test
113361,dev
113366,train
113367,dev
113374,dev
113378,dev
113380,test
113384,dev
113389,test
113391,train
113398,test
113404,train
113408,test
113411,train
113415,train
113416,train
113418,train
113420,train
113435,train
113436,dev
113438,dev
113440,test
113442,dev
113445,train
113446,test
113448,train
113450,train
113451,test
113452,train
113458,dev
113461,train
113464,train
113465,train
113485,test
113491,test
113492,train
113494,test
113497,dev
113502,train
113504,train
113507,train
113508,train
113511,train
113512,train
113513,train
113525,train
113526,train
113533,dev
113535,train
113536,test
113537,train
113538,train
113541,train
113542,test
113545,train
113546,train
113549,train
113550,dev
113552,train
113563,train
113564,train
113565,train
113566,test
113570,train
113571,train
113574,train
113575,train
113576,dev
113578,train
113580,train
113590,train
113592,train
113594,train
113596,test
113597,dev
113601,train
113606,train
113611,train
113614,train
113619,train
113621,train
113622,train
113623,test
113624,train
113631,dev
113633,train
113634,train
113636,train
113637,train
113646,train
113651,train
113652,train
113653,train
113654,train
113658,dev
113659,dev
113665,train
113666,train
113667,test
113674,train
113677,train
113680,test
113681,dev
113682,train
113685,test
113693,train
113702,test
113705,train
113706,dev
113709,train
113710,dev
113711,test
113716,train
113718,dev
113720,train
113721,train
113724,dev
113737,test
113738,train
113741,test
113745,train
113748,train
113753,train
113767,train
113768,test
113769,test
113773,train
113774,train
113776,train
113781,train
113783,train
113789,train
113795,train
113799,train
113805,dev
113809,train
113814,train
113815,train
113817,train
113818,train
113820,train
113825,train
113826,train
113828,test
113832,train
113836,dev
113845,train
113850,train
113856,train
113857,train
113862,test
113863,test
113868,train
113871,test
113875,train
113877,dev
113880,train
113882,dev
113891,train
113897,train
113899,test
113902,dev
113910,train
113911,train
113917,train
113918,train
113921,train
113926,train
113931,dev
113938,dev
113946,train
113947,train
113952,train
113953,test
113954,train
113957,dev
113960,train
113964,dev
113968,train
113969,test
113970,train
113971,test
113974,train
113978,train
113981,train
113997,dev
114004,dev
114005,train
114011,train
114021,dev
114022,dev
114029,test
114030,test
114034,train
114038,dev
114044,dev
114046,train
114047,train
114051,dev
114060,train
114068,train
114071,train
114072,train
114077,train
114089,train
114094,test
114097,train
114098,train
114103,dev
114105,train
114107,train
114109,dev
114110,train
114112,train
114114,train
114122,dev
114125,train
114129,dev
114132,train
114133,test
114138,dev
114144,train
114148,dev
114149,train
114154,train
114157,train
114159,test
114170,train
114171,train
114176,dev
114177,train
114180,train
114182,train
114186,train
114187,test
114188,train
114191,train
114192,train
114193,test
114194,train
114195,train
114200,train
114202,train
114204,train
114211,train
114213,train
114214,train
114219,train
114226,train
114227,train
114230,train
114232,train
114233,train
114235,train
114243,train
114246,train
114248,dev
114249,train
114250,train
114258,test
114263,train
114273,train
114274,train
114277,train
114282,train
114284,train
114289,train
114291,train
114295,train
114296,train
114309,train
114311,train
114313,train
114314,train
114315,train
114316,train
114321,dev
114323,test
114329,test
114336,train
114346,dev
114351,test
114356,train
114365,dev
114368,train
114371,train
114373,train
114378,train
114379,train
114381,train
114387,train
114388,train
114392,test
114393,train
114397,train
114405,test
114414,dev
114417,train
114434,test
114454,train
114464,dev
114466,train
114471,train
114473,train
114474,train
114479,dev
114480,train
114483,train
114490,train
114491,train
114494,train
114508,dev
114510,train
114517,train
114519,train
114524,train
114528,train
114530,train
114532,train
114533,train
114534,train
114536,train
114541,dev
114542,train
114544,dev
114549,test
114555,train
114559,test
114564,train
114568,train
114570,train
114573,train
114579,train
114589,train
114591,test
114600,train
114603,train
114604,dev
114606,train
114607,train
114614,dev
114620,test
114623,train
114628,test
114633,train
114645,train
114653,train
114654,train
114656,train
114658,train
114659,train
114663,test
114672,train
114675,train
114677,train
114680,train
114683,train
114689,dev
114692,train
114694,train
114698,train
114708,train
114712,train
114718,train
114719,train
114721,train
114725,train
114726,train
114727,test
114729,train
114733,train
114735,train
114739,test
114740,train
114743,dev
114746,dev
114749,train
114750,train
114751,dev
114752,train
114760,train
114761,train
114763,train
114765,train
114770,train
114772,train
114774,train
114776,train
114781,train
114783,train
114784,train
114788,train
114789,dev
114796,dev
114797,test
114798,train
114799,test
114802,test
114805,train
114807,train
114815,test
114822,test
114824,train
114826,train
114828,train
114830,train
114832,train
114836,test
114838,dev
114839,train
114840,train
114843,dev
114845,train
114847,train
114850,train
114855,train
114856,train
114858,test
114863,dev
114864,dev
114866,dev
114868,train
114870,train
114872,train
114873,dev
114880,dev
114891,dev
114893,train
114894,dev
114899,train
114901,test
114902,train
114904,train
114906,train
114907,train
114912,train
114915,train
114918,dev
114921,train
114927,train
114933,test
114936,train
114943,train
114944,train
114955,train
114958,train
114960,train
114967,train
114972,train
114981,train
114983,train
114985,train
114986,train
114987,dev
114988,train
114989,train
114994,train
115001,dev
115005,dev
115006,train
115007,test
115010,train
115011,train
115016,dev
115017,train
115020,train
115021,test
115022,train
115025,train
115036,train
115037,test
115038,dev
115048,train
115049,test
115050,train
115051,train
115053,test
115057,dev
115058,train
115060,train
115061,train
115063,test
115065,train
115067,dev
115071,test
115085,train
115087,train
115093,dev
115097,train
115100,train
115103,train
115114,test
115118,train
115123,train
115132,train
115133,dev
115134,test
115138,train
115142,train
115144,test
115146,test
115149,train
115152,dev
115158,train
115159,train
115160,train
115164,train
115165,test
115167,train
115171,test
115174,train
115175,dev
115185,train
115188,train
115189,train
115192,train
115196,train
115199,train
115202,train
115205,dev
115209,test
115210,train
115212,train
115214,test
115219,train
115221,train
115225,test
115227,train
115228,test
115232,train
115234,train
115240,train
115243,train
115245,train
115246,test
115247,train
115248,train
115261,train
115263,dev
115271,train
115273,test
115275,train
115276,train
115277,train
115278,dev
115281,train
115284,train
115287,train
115290,test
115295,train
115300,test
115301,train
115305,train
115307,train
115312,train
115314,train
115316,train
115318,test
115324,train
115337,train
115341,train
115343,dev
115345,train
115350,test
115354,train
115360,test
115364,train
115368,train
115369,train
115374,train
115375,train
115376,train
115382,train
115383,train
115386,train
115388,train
115392,test
115394,train
115398,test
115404,train
115406,train
115410,train
115418,train
115422,train
115423,test
115425,dev
115428,train
115440,test
115441,dev
115442,train
115446,dev
115447,test
115452,dev
115453,dev
115462,train
115463,train
115468,test
115474,train
115477,dev
115478,test
115479,train
115480,train
115481,dev
115487,train
115488,train
115494,train
115496,test
115509,dev
115513,train
115514,train
115516,dev
115520,test
115521,train
115523,dev
115524,test
115531,dev
115532,test
115534,train
115536,dev
115537,train
115539,train
115547,dev
115548,train
115551,train
115552,test
115557,train
115562,train
115563,test
115567,train
115568,test
115571,train
115572,train
115578,test
115582,test
115583,train
115584,train
115585,train
115593,train
115595,train
115597,train
115599,test
115605,test
115608,train
115610,train
115611,train
115612,test
115621,train
115624,train
115627,train
115628,train
115629,train
115634,train
115641,train
115643,train
115644,test
115645,test
115649,dev
115650,train
115659,train
115665,train
115667,test
115670,test
115671,train
115677,train
115680,dev
115681,train
115684,train
115688,test
115691,train
115692,train
115694,train
115700,train
115701,dev
115707,test
115709,train
115711,train
115733,train
115734,train
115741,test
115743,train
115749,train
115754,dev
115758,test
115759,train
115772,test
115774,train
115775,train
115779,train
115781,dev
115782,train
115783,test
115785,dev
115786,train
115787,train
115789,test
115794,dev
115797,dev
115799,train
115806,test
115810,train
115811,train
115816,test
115829,train
115830,train
115831,test
115835,train
115838,train
115840,train
115851,train
115853,train
115855,train
115856,test
115859,train
115861,train
115862,train
115863,test
115866,train
115869,test
115870,train
115871,dev
115873,test
115881,test
115885,test
115889,dev
115893,dev
115894,train
115900,train
115906,dev
115907,train
115911,train
115912,train
115913,dev
115914,dev
115917,dev
115920,dev
115922,train
115926,test
115929,test
115933,train
115935,train
115936,dev
115937,train
115939,dev
115940,train
115943,train
115945,dev
115946,dev
115949,train
115951,test
115954,train
115956,train
115957,train
115958,train
115962,dev
115966,train
115969,train
115972,dev
115973,train
115974,train
115978,train
115979,test
115980,train
115982,test
115985,dev
115988,train
115993,train
115996,test
116007,train
116009,train
116011,train
116012,train
116014,dev
116019,train
116025,train
116032,dev
116033,train
116036,dev
116037,train
116039,train
116046,train
116053,train
116056,train
116058,train
116066,dev
116067,test
116076,train
116078,test
116080,train
116081,train
116082,train
116084,test
116087,train
116103,dev
116104,train
116107,train
116112,test
116116,train
116117,train
116118,train
116125,train
116126,dev
116127,train
116128,train
116129,train
116135,train
116137,train
116139,train
116140,train
116142,test
116156,train
116159,train
116163,test
116164,train
116166,train
116167,train
116170,train
116176,test
116179,train
116182,test
116183,dev
116184,train
116192,dev
116193,train
116194,train
116197,train
116201,train
116202,test
116204,train
116205,train
116208,test
116211,train
116215,test
116221,train
116223,train
116226,train
116234,train
116235,test
116236,train
116239,test
116257,train
116260,test
116261,train
116263,train
116265,dev
116266,test
116267,test
116271,train
116272,train
116274,train
116279,train
116281,dev
116283,train
116285,train
116289,train
116290,train
116291,train
116293,train
116297,train
116298,dev
116305,dev
116308,train
116310,train
116311,train
116312,train
116319,train
116322,train
116324,test
116329,train
116331,train
116332,train
116335,train
116338,train
116339,train
116342,test
116347,dev
116348,test
116349,train
116350,test
116352,train
116354,train
116355,train
116360,train
116362,train
116366,dev
116374,train
116380,train
116383,test
116385,test
116390,train
116398,train
116399,test
116404,train
116411,test
116413,train
116420,dev
116426,train
116428,train
116431,train
116432,train
116433,train
116434,train
116438,train
116444,train
116445,test
116446,test
116449,dev
116450,train
116453,test
116454,dev
116463,train
116469,train
116470,train
116480,train
116486,test
116488,dev
116490,train
116491,train
116493,train
116496,dev
116497,dev
116499,train
116504,train
116511,train
116519,train
116520,train
116525,test
116528,train
116529,train
116530,train
116531,train
116543,train
116544,test
116546,train
116547,train
116548,train
116550,train
116553,train
116554,dev
116559,train
116560,train
116562,train
116568,train
116574,train
116576,train
116577,train
116587,test
116590,train
116591,dev
116596,train
116601,train
116602,dev
116606,dev
116608,train
116609,train
116615,train
116617,dev
116619,train
116620,test
116623,train
116624,train
116627,train
116635,test
116637,train
116639,test
116656,dev
116657,train
116658,train
116661,train
116664,train
116668,dev
116669,train
116674,dev
116681,dev
116685,train
116687,train
116691,test
116699,train
116707,dev
116708,train
116709,dev
116710,train
116712,train
116722,dev
116724,train
116725,train
116729,test
116730,train
116731,train
116732,train
116735,dev
116737,dev
116738,train
116742,train
116746,test
116747,dev
116748,test
116750,train
116753,train
116757,train
116761,train
116764,test
116771,train
116775,train
116778,train
116779,train
116783,train
116786,train
116788,dev
116790,train
116796,train
116797,dev
116798,train
116799,test
116800,test
116801,train
116803,train
116804,train
116805,test
116806,train
116810,train
116811,dev
116820,train
116821,test
116822,train
116825,train
116828,train
116829,test
116831,test
116832,dev
116837,train
116842,dev
116843,train
116846,train
116847,dev
116849,dev
116850,train
116852,train
116863,train
116872,test
116874,test
116875,train
116882,train
116883,train
116892,train
116894,train
116896,train
116898,train
116905,train
116906,test
116912,dev
116918,train
116925,test
116930,test
116932,dev
116938,train
116943,dev
116944,dev
116949,train
116951,train
116956,train
116959,train
116963,train
116964,train
116970,train
116972,train
116974,train
116981,test
116984,test
116990,test
116991,train
116992,test
116994,train
117004,train
117005,train
117006,train
117008,train
117010,test
117011,test
117015,train
117017,train
117025,train
117026,train
117031,train
117033,train
117035,train
117039,test
117043,train
117045,train
117047,train
117050,test
117051,train
117053,test
117056,train
117057,train
117067,train
117068,test
117071,train
117074,test
117075,dev
117077,train
117078,train
117080,train
117091,train
117092,train
117096,train
117102,train
117103,dev
117104,test
117106,dev
117116,train
117120,test
117122,train
117125,train
117126,train
117127,test
117132,dev
117136,test
117138,train
117142,train
117144,train
117154,train
117158,train
117163,test
117164,train
117172,train
117173,train
117175,train
117176,train
117178,train
117186,train
117187,train
117189,train
117191,train
117193,dev
117206,train
117207,train
117208,test
117209,train
117215,train
117220,train
117222,train
117229,train
117231,train
117236,test
117240,test
117244,test
117246,train
117249,dev
117254,train
117263,train
117264,train
117265,train
117271,dev
117274,dev
117275,test
117280,train
117284,train
117290,train
117292,train
117293,train
117295,train
117301,train
117303,train
117307,train
117311,train
117312,train
117314,test
117321,train
117325,dev
117327,train
117329,test
117333,train
117337,train
117338,dev
117339,dev
117340,train
117343,train
117344,dev
117345,dev
117346,test
117353,train
117354,train
117358,dev
117359,test
117360,train
117364,train
117365,train
117367,train
117369,train
117376,train
117378,train
117380,test
117385,dev
117387,train
117391,train
117394,test
117396,train
117406,test
117410,train
117413,train
117415,train
117418,train
117423,train
117429,test
117431,dev
117432,train
117434,train
117436,train
117437,train
117438,train
117444,test
117445,train
117449,train
117450,train
117453,train
117454,train
117456,test
117457,train
117466,train
117468,train
117469,dev
117472,train
117477,train
117482,train
117483,train
117489,train
117490,train
117492,train
117494,test
117497,train
117499,train
117501,dev
117502,train
117503,train
117510,train
117511,train
117513,dev
117517,train
117519,train
117521,train
117522,train
117523,test
117526,train
117527,train
117530,train
117534,train
117537,dev
117544,train
117546,dev
117547,train
117549,train
117555,train
117556,train
117558,dev
117559,dev
117560,dev
117562,train
117563,test
117564,train
117572,dev
117577,train
117578,train
117580,test
117582,train
117587,train
117592,train
117593,train
117595,train
117597,train
117601,train
117602,train
117608,train
117610,train
117612,train
117617,train
117618,test
117620,train
117627,dev
117628,train
117632,train
117633,train
117642,train
117647,train
117651,train
117663,train
117667,train
117668,train
117670,train
117671,train
117674,dev
117675,train
117677,train
117678,train
117679,train
117680,train
117682,test
117684,train
117696,train
117699,train
117701,train
117705,test
117708,dev
117719,train
117720,train
117725,train
117727,train
117730,dev
117736,test
117737,test
117738,train
117741,train
117751,test
117757,train
117759,test
117762,train
117763,train
117767,test
117770,test
117772,train
117775,test
117777,train
117778,train
117782,train
117785,train
117788,test
117794,train
117798,train
117799,train
117802,train
117804,train
117805,test
117807,train
117809,train
117814,train
117816,train
117819,train
117820,train
117821,dev
117824,test
117828,test
117829,train
117830,train
117835,test
117838,dev
117843,train
117846,test
117848,train
117852,test
117854,train
117855,train
117862,dev
117864,test
117865,train
117871,train
117879,dev
117880,train
117895,test
117896,dev
117902,dev
117907,train
117909,test
117914,train
117929,train
117931,train
117933,train
117934,train
117938,train
117942,train
117943,train
117946,train
117947,train
117948,train
117950,train
117951,train
117954,train
117956,train
117961,train
117963,test
117965,dev
117966,train
117968,train
117974,train
117976,dev
117979,train
117982,train
117984,train
117985,test
117986,dev
117991,dev
117992,train
117995,train
117996,test
117998,train
117999,train
118002,train
118012,dev
118013,train
118019,test
118020,train
118022,train
118033,dev
118040,test
118045,test
118046,test
118048,dev
118052,train
118059,train
118060,train
118061,train
118065,train
118068,dev
118071,train
118072,train
118074,train
118079,train
118085,train
118086,test
118092,train
118096,dev
118098,train
118100,train
118105,test
118113,train
118117,train
118118,train
118119,dev
118120,train
118121,train
118122,dev
118124,train
118125,train
118128,train
118130,train
118131,train
118137,train
118140,train
118143,dev
118145,train
118149,test
118150,train
118154,train
118158,train
118161,dev
118165,dev
118166,test
118167,train
118168,train
118169,train
118171,train
118176,train
118180,train
118182,train
118187,dev
118191,dev
118202,dev
118208,test
118210,train
118216,train
118218,train
118220,train
118222,train
118224,train
118226,train
118230,dev
118239,test
118240,train
118243,train
118244,train
118245,train
118246,train
118248,train
118256,train
118257,train
118261,train
118267,test
118271,train
118272,test
118273,test
118274,train
118275,train
118276,train
118279,dev
118284,test
118287,train
118290,train
118291,train
118292,dev
118297,train
118298,train
118300,train
118309,train
118318,train
118323,dev
118326,dev
118335,test
118338,train
118339,train
118340,train
118341,train
118347,train
118355,test
118361,train
118364,train
118365,train
118366,train
118369,test
118370,train
118372,dev
118373,train
118375,train
118377,train
118378,train
118383,train
118391,train
118393,dev
118394,train
118395,test
118398,train
118399,train
118402,train
118403,dev
118412,train
118415,train
118421,test
118424,test
118428,train
118430,test
118435,train
118440,train
118443,dev
118444,train
118454,train
118456,train
118461,train
118463,train
118467,train
118476,train
118478,dev
118479,dev
118481,train
118485,train
118490,train
118493,train
118494,dev
118498,train
118503,train
118506,train
118509,train
118511,train
118512,train
118515,train
118519,train
118520,train
118523,train
118526,dev
118530,dev
118534,dev
118535,test
118537,train
118540,train
118541,train
118543,train
118545,train
118553,train
118554,train
118559,train
118560,test
118573,train
118575,test
118577,train
118580,dev
118589,train
118590,train
118594,dev
118596,train
118597,train
118598,train
118599,dev
118600,train
118602,train
118606,dev
118614,train
118622,train
118624,test
118625,train
118626,train
118630,train
118633,dev
118635,dev
118641,test
118652,train
118654,dev
118658,train
118660,test
118662,test
118664,dev
118667,train
118668,train
118669,test
118672,train
118675,test
118677,train
118680,train
118681,test
118685,train
118686,train
118687,train
118689,dev
118691,train
118693,train
118697,train
118702,dev
118705,train
118706,train
118708,train
118713,train
118719,test
118722,train
118727,dev
118729,train
118731,test
118733,train
118735,dev
118738,test
118739,train
118742,dev
118743,dev
118744,train
118745,train
118747,dev
118749,train
118750,train
118751,train
118752,test
118754,train
118759,train
118760,train
118761,train
118764,train
118776,test
118785,train
118791,dev
118801,dev
118803,train
118815,train
118820,train
118828,test
118835,train
118836,train
118838,train
118843,dev
118844,train
118848,train
118849,test
118850,train
118852,dev
118854,train
118857,train
118858,train
118867,test
118874,train
118879,train
118886,train
118888,dev
118891,train
118893,train
118894,train
118901,train
118905,train
118912,train
118915,train
118917,train
118918,train
118919,dev
118920,test
118934,dev
118937,train
118939,test
118941,test
118944,train
118946,test
118948,dev
118950,dev
118954,train
118955,train
118961,train
118968,test
118969,train
118970,test
118972,train
118973,dev
118981,train
118982,test
118986,dev
118987,dev
118989,train
118990,train
118994,test
118995,train
118999,train
119012,test
119023,train
119025,train
119026,train
119029,train
119035,train
119038,train
119043,train
119047,dev
119049,train
119050,test
119053,train
119054,train
119055,train
119056,train
119057,train
119070,train
119073,test
119075,train
119076,train
119086,train
119090,dev
119095,train
119099,test
119100,dev
119101,train
119105,dev
119107,train
119108,train
119115,dev
119118,test
119123,train
119125,train
119127,train
119129,train
119131,dev
119138,train
119140,dev
119142,train
119144,train
119153,test
119154,train
119157,test
119159,train
119168,train
119173,dev
119177,train
119179,train
119180,train
119183,train
119184,train
119185,train
119187,test
119192,train
119198,dev
119207,train
119210,train
119212,train
119214,train
119227,train
119233,train
119234,train
119235,test
119236,train
119239,train
119240,test
119244,test
119245,train
119254,test
119255,dev
119260,dev
119261,train
119267,train
119268,train
119269,test
119274,train
119277,train
119285,dev
119288,train
119291,dev
119294,train
119295,train
119296,train
119297,train
119299,train
119301,train
119308,train
119314,train
119315,train
119323,dev
119326,dev
119330,train
119332,train
119336,train
119338,train
119340,test
119341,dev
119343,train
119344,train
119347,train
119349,dev
119358,test
119359,train
119361,train
119364,train
119366,dev
119368,train
119371,train
119372,test
119378,train
119379,test
119380,dev
119381,train
119389,train
119391,test
119396,train
119397,test
119409,train
119410,train
119418,train
119420,dev
119421,train
119426,train
119427,dev
119429,train
119431,train
119433,train
119438,train
119441,train
119450,train
119454,train
119455,train
119459,test
119464,dev
119472,dev
119474,train
119479,train
119481,train
119483,dev
119485,test
119486,train
119489,dev
119490,test
119494,train
119496,train
119497,test
119498,train
119503,train
119504,dev
119508,train
119509,train
119513,dev
119514,dev
119516,test
119520,train
119522,test
119524,dev
119527,train
119533,train
119535,train
119538,train
119539,train
119540,train
119541,train
119543,train
119547,dev
119548,train
119550,dev
119551,train
119554,train
119557,dev
119561,train
119563,train
119566,dev
119567,test
119568,test
119569,train
119579,train
119581,train
119585,test
119589,train
119590,train
119591,train
119592,train
119595,train
119597,test
119598,test
119601,dev
119602,dev
119606,train
119612,dev
119616,dev
119620,test
119628,train
119629,test
119631,dev
119637,test
119639,dev
119640,train
119643,train
119644,train
119646,train
119647,train
119648,test
119652,dev
119656,test
119661,dev
119671,train
119672,train
119680,train
119681,train
119683,train
119684,dev
119688,dev
119698,train
119700,train
119703,train
119705,train
119706,test
119718,test
119722,test
119724,dev
119733,train
119737,train
119740,train
119742,train
119743,train
119744,train
119745,train
119747,test
119758,train
119761,test
119763,train
119767,train
119771,train
119775,dev
119776,dev
119777,train
119778,train
119780,train
119783,train
119784,train
119790,train
119795,dev
119796,train
119797,train
119801,train
119802,train
119807,dev
119808,train
119809,train
119812,train
119813,train
119814,train
119815,test
119816,train
119817,train
119818,train
119822,train
119824,train
119825,train
119827,train
119829,train
119830,train
119839,train
119840,train
119843,train
119847,train
119848,train
119849,train
119850,train
119851,train
119854,train
119856,test
119865,train
119875,train
119880,train
119886,train
119889,train
119890,train
119892,test
119893,test
119894,train
119902,train
119903,train
119911,train
119913,train
119915,train
119916,train
119917,train
119918,test
119924,train
119931,train
119932,train
119934,dev
119936,train
119937,train
119939,dev
119943,train
119946,train
119947,train
119949,dev
119950,test
119952,train
119953,train
119956,train
119957,train
119958,train
119965,train
119967,train
119968,train
119969,train
119970,train
119971,train
119972,train
119973,dev
119974,train
119982,train
119986,train
119989,dev
120001,dev
120003,train
120004,train
120007,train
120008,train
120009,train
120011,train
120012,train
120017,train
120025,train
120028,test
120031,train
120034,train
120037,train
120041,train
120049,dev
120053,train
120059,train
120062,train
120063,train
120067,train
120070,train
120073,train
120084,dev
120085,train
120087,train
120091,train
120098,train
120099,train
120101,train
120102,train
120103,test
120106,train
120107,dev
120109,train
120112,dev
120113,dev
120114,test
120115,dev
120116,test
120119,train
120120,test
120127,train
120128,train
120133,train
120136,train
120139,train
120140,train
120146,train
120149,train
120153,dev
120155,dev
120160,test
120162,train
120165,train
120166,dev
120168,train
120169,train
120171,train
120177,train
120183,train
120185,dev
120187,train
120188,train
120189,train
120191,train
120192,test
120193,train
120194,train
120196,test
120197,dev
120198,train
120209,train
120211,dev
120214,train
120217,train
120219,train
120220,dev
120227,test
120231,train
120232,train
120236,train
120243,dev
120247,train
120249,train
120252,train
120259,dev
120262,test
120266,test
120268,train
120269,dev
120271,test
120272,train
120273,dev
120280,test
120284,train
120285,train
120286,train
120287,test
120288,train
120289,train
120290,train
120293,test
120299,train
120303,train
120310,train
120311,train
120313,train
120315,dev
120316,train
120317,train
120319,train
120331,test
120332,train
120339,train
120344,train
120350,dev
120351,train
120352,train
120358,train
120360,dev
120361,dev
120362,train
120363,test
120366,test
120369,train
120370,train
120372,test
120374,test
120375,train
120377,dev
120378,test
120379,train
120380,train
120385,train
120390,train
120393,dev
120400,train
120405,test
120406,train
120409,test
120410,test
120422,dev
120423,train
120425,train
120431,test
120432,train
120433,train
120434,train
120435,train
120439,train
120447,test
120449,dev
120450,train
120452,train
120460,dev
120461,train
120462,train
120464,train
120466,train
120467,train
120474,train
120475,train
120477,test
120480,train
120485,train
120487,train
120488,train
120490,train
120491,dev
120493,train
120494,train
120497,dev
120500,test
120501,train
120502,test
120504,dev
120505,train
120506,test
120507,train
120511,dev
120512,train
120514,dev
120516,dev
120520,train
120521,train
120523,train
120524,test
120525,train
120526,train
120527,train
120529,train
120533,train
120535,train
120537,dev
120541,train
120543,dev
120545,train
120547,train
120549,dev
120553,train
120554,test
120556,train
120557,train
120563,train
120566,dev
120568,dev
120569,train
120570,test
120571,test
120573,train
120578,train
120581,test
120584,dev
120588,train
120589,train
120590,train
120593,test
120594,dev
120597,dev
120600,dev
120601,test
120603,train
120605,train
120616,train
120618,train
120619,dev
120628,train
120632,train
120635,train
120639,train
120641,train
120650,train
120653,train
120654,train
120655,dev
120657,train
120660,train
